0.02,123.8
0.04,75.2
0.06,75.4
0.08,56.9
0.1,60.8
0.12,56.5
0.14,57.7
0.16,62.8
0.18,56.7
0.2,56.9
0.22,57.7
0.24,62.8
0.26,62.9
0.28,63.2
0.3,65.6
0.32,63.3
0.34,62.8
0.36,69.7
0.38,63.1
0.4,63.0
0.42,64.5
0.44,64.8
0.46,65.0
0.48,63.7
0.5,68.9
0.52,81.9
0.54,81.9
0.56,81.6
0.58,83.5
0.6,85.4
0.62,81.3
0.64,81.5
0.66,82.1
0.68,85.0
0.7,87.1
0.72,81.3
0.74,81.0
0.76,83.4
0.78,82.3
0.8,87.4
0.82,83.8
0.84,84.8
0.86,85.1
0.88,81.7
0.9,86.2
0.92,98.9
0.94,91.0
0.96,91.6
0.98,96.0
1.0,91.4
1.02,142.5
1.04,132.7
1.06,132.3
1.08,127.2
1.1,130.7
1.12,131.0
1.14,126.8
1.16,127.8
1.18,133.7
1.2,126.3
1.22,127.3
1.24,131.0
1.26,131.4
1.28,128.0
1.3,126.9
1.32,133.9
1.34,127.9
1.36,137.8
1.38,139.1
1.4,131.6
1.42,131.6
1.44,136.6
1.46,127.6
1.48,130.8
1.5,133.9
