0.02,253.9
0.04,114.0
0.06,107.8
0.08,107.8
0.1,104.9
0.12,107.1
0.14,110.9
0.16,115.7
0.18,103.3
0.2,107.1
0.22,98.0
0.24,97.6
0.26,113.8
0.28,111.9
0.3,109.9
0.32,112.3
0.34,120.3
0.36,125.4
0.38,130.7
0.4,130.9
0.42,130.3
0.44,130.9
0.46,124.5
0.48,121.3
0.5,117.5
0.52,170.8
0.54,159.7
0.56,157.5
0.58,154.9
0.6,149.2
0.62,149.3
0.64,154.4
0.66,150.0
0.68,151.5
0.7,173.1
0.72,158.2
0.74,151.7
0.76,152.7
0.78,159.5
0.8,156.5
0.82,166.4
0.84,162.3
0.86,164.5
0.88,170.1
0.9,169.7
0.92,172.2
0.94,172.5
0.96,161.5
0.98,177.5
1.0,167.1
1.02,237.6
1.04,250.7
1.06,243.5
1.08,242.8
1.1,249.6
1.12,263.8
1.14,260.3
1.16,247.5
1.18,246.8
1.2,251.4
1.22,227.1
1.24,231.5
1.26,245.8
1.28,241.8
1.3,229.7
1.32,226.9
1.34,228.3
1.36,224.4
1.38,248.6
1.4,247.8
1.42,241.6
1.44,225.1
1.46,227.6
1.48,223.5
1.5,240.4
