0.02,182.0
0.04,80.8
0.06,84.9
0.08,73.7
0.1,67.5
0.12,71.7
0.14,69.6
0.16,69.4
0.18,71.9
0.2,69.5
0.22,67.5
0.24,69.2
0.26,78.9
0.28,80.9
0.3,80.3
0.32,80.0
0.34,78.6
0.36,76.5
0.38,78.7
0.4,83.1
0.42,78.3
0.44,77.6
0.46,80.0
0.48,78.8
0.5,77.9
0.52,104.6
0.54,101.6
0.56,101.8
0.58,100.6
0.6,102.8
0.62,102.6
0.64,104.0
0.66,102.7
0.68,106.4
0.7,103.1
0.72,101.1
0.74,103.6
0.76,103.3
0.78,100.5
0.8,103.1
0.82,101.4
0.84,103.9
0.86,105.4
0.88,101.1
0.9,102.2
0.92,106.3
0.94,103.3
0.96,103.6
0.98,100.8
1.0,104.3
1.02,157.7
1.04,157.4
1.06,159.5
1.08,158.0
1.1,158.8
1.12,163.2
1.14,156.2
1.16,160.0
1.18,155.7
1.2,161.9
1.22,168.7
1.24,160.3
1.26,162.8
1.28,156.9
1.3,159.1
1.32,159.1
1.34,157.0
1.36,157.9
1.38,158.2
1.4,155.8
1.42,158.7
1.44,164.1
1.46,172.9
1.48,159.3
1.5,154.0
