0.02,121.6
0.04,54.7
0.06,53.9
0.08,49.1
0.1,46.4
0.12,48.1
0.14,43.8
0.16,49.5
0.18,42.6
0.2,45.7
0.22,45.1
0.24,42.8
0.26,50.7
0.28,47.9
0.3,47.5
0.32,49.2
0.34,47.1
0.36,50.1
0.38,50.2
0.4,48.9
0.42,47.5
0.44,50.5
0.46,63.5
0.48,55.8
0.5,53.3
0.52,65.8
0.54,70.0
0.56,67.8
0.58,62.6
0.6,64.4
0.62,62.9
0.64,60.8
0.66,64.6
0.68,64.1
0.7,63.5
0.72,65.6
0.74,63.8
0.76,60.4
0.78,61.9
0.8,65.4
0.82,60.4
0.84,60.3
0.86,63.2
0.88,60.8
0.9,60.8
0.92,63.5
0.94,62.6
0.96,59.5
0.98,63.2
1.0,64.7
1.02,95.3
1.04,98.1
1.06,93.0
1.08,101.8
1.1,96.8
1.12,93.0
1.14,95.6
1.16,96.2
1.18,98.0
1.2,91.3
1.22,94.6
1.24,91.2
1.26,92.0
1.28,90.5
1.3,92.1
1.32,94.8
1.34,92.3
1.36,91.5
1.38,92.4
1.4,94.5
1.42,90.5
1.44,91.1
1.46,91.8
1.48,90.5
1.5,93.7
