0.02,72.5
0.04,28.5
0.06,32.6
0.08,21.5
0.1,17.6
0.12,24.3
0.14,17.6
0.16,18.3
0.18,20.4
0.2,16.5
0.22,16.3
0.24,17.6
0.26,20.0
0.28,15.6
0.3,16.5
0.32,15.5
0.34,15.9
0.36,18.0
0.38,18.6
0.4,17.5
0.42,18.7
0.44,18.2
0.46,18.6
0.48,17.8
0.5,18.3
0.52,24.1
0.54,19.1
0.56,20.1
0.58,19.1
0.6,18.8
0.62,19.0
0.64,19.2
0.66,18.9
0.68,19.7
0.7,18.6
0.72,19.4
0.74,18.8
0.76,18.9
0.78,19.1
0.8,22.1
0.82,19.5
0.84,19.0
0.86,18.7
0.88,19.3
0.9,18.6
0.92,18.9
0.94,19.1
0.96,19.3
0.98,20.0
1.0,19.1
1.02,28.9
1.04,28.5
1.06,28.4
1.08,28.1
1.1,28.5
1.12,30.5
1.14,28.4
1.16,32.0
1.18,28.7
1.2,28.5
1.22,28.1
1.24,28.5
1.26,28.4
1.28,28.5
1.3,28.4
1.32,28.3
1.34,28.6
1.36,28.1
1.38,31.6
1.4,28.6
1.42,28.6
1.44,29.8
1.46,30.4
1.48,28.6
1.5,28.2
